"Tytuł produktu","Kod produktu","Kategoria","Zdjęcie","Dokumentacja produktowa","Opis"
"Piana aktywna do mycia samochodów ciężarowych, maszyn budowlanych oraz silników - Forlux AG 14","AG 14","Samochody, Mycie gruntowne","https://www.forlux.pl/sites/default/files/produkty/ag_514.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_ag_14_20-06-2018.pdf","Zastosowanie:
Bardzo mocna piana aktywna do mycia pojazdów, karoserii samochodowej, plandek, silników. Zawarte w niej związki powierzchniowo czynne zabezpieczają myte powierzchnie przed powstawaniem korozji oraz chronią przed zbyt szybkim ponownym zabrudzeniem.
Sposób użycia:
Przed użyciem wstrząsnąć.
Mycie ręczne – od 25 do 50 ml na 5 litrów wody.
Nanoszenie spryskiwaczem – od 50 do 125 ml na 5 litrów wody.
Nanoszenie lancą do piany – od 1:2 do 1:5 z wodą.
Mycie silników – od 1:15 do 1:30 z wodą.
Po naniesieniu na mytą powierzchnię odczekać przed spłukaniem, ale nie dopuścić do wyschnięcia roztworu roboczego na pojeździe. Zmyć mytą powierzchnię czystą wodą, najlepiej pod ciśnieniem.
pH 14
Dostępne opakowanie:
5L - AG 514
"
"PJEMNIK NA RĘCZNIK TYPU ROLKA MAŁY","DOZ RRM","Dozowniki artykułów higienicznych, Pojemniki na ręczniki papierowe","https://www.forlux.pl/sites/default/files/produkty/photo_11_0.jpg","","PJEMNIK NA RĘCZNIK TYPU ROLKA MAŁY

	Pojemnik na ręczniki w roli z wyciąganą tuleją

		Pojemność Ręcznik w zwoju mini śr. 14,5 cm.

		Szerokość 18 cm, wysokość 32 cm, głębokość 18 cm

		Wykonany z tworzywa ABS.

		Zamykany na kluczyk
"
"PODŁOGOWY STOJAK NA CZYŚCIWO PRZEMYSŁOWE","DOZ CSP","Dozowniki artykułów higienicznych, Stojaki na czyściwa","https://www.forlux.pl/sites/default/files/produkty/photo_14.jpg","","PODŁOGOWY STOJAK NA CZYŚCIWO PRZEMYSŁOWE

	Stojak na przemysłowe czyściwo w roli.
 

		Kolor Niebieski

		Wykonany z rur stalowych.

		Zaopatrzony w niklowaną listwę do odrywania czyściwa.
"
"POJEMNIK NA NAKŁADKI SEDESOWE","DOZ NS","Dozowniki artykułów higienicznych, Pojemnik na nakładki sedesowe","https://www.forlux.pl/sites/default/files/produkty/photo_6_0.jpg","","POJEMNIK NA NAKŁADKI SEDESOWE

		Pojemność 200 sztuk.

		Szerokośc 21,5 cm, wysokość 29,5 cm, głębokość 5 cm

		Wykonany z tworzywa ABS
"
"POJEMNIK NA PAPIER TOALETOWY JUMBO","DOZ TD","Dozowniki artykułów higienicznych, Pojemniki na papiery toaletowe","https://www.forlux.pl/sites/default/files/produkty/photo_7_0.jpg","","POJEMNIK NA PAPIER TOALETOWY JUMBO
 

		Pojemność Rolka o max. śr. 24,5 cm

		Szerokość 27 cm, wysokość 25,5 cm, głębokość 12 cm

		Wykonany z tworzywa PS

		Zamykany na kluczyk.
"
"POJEMNIK NA PAPIER TOALETOWY JUMBO STAL NIERDZEWNA","DOZ TDS","Dozowniki artykułów higienicznych, Pojemniki na papiery toaletowe","https://www.forlux.pl/sites/default/files/produkty/photo_9_0.jpg","","POJEMNIK NA PAPIER TOALETOWY JUMBO STAL NIERDZEWNA

		Pojemność Rolka o max. śr. 24 cm.

		Szerokość 25,5 cm, wysokość 28 cm, głebokość 12 cm

		Stal 304 - nierdzewna matowa

		Zamykany na kluczyk.
"
"POJEMNIK NA PAPIER TOALETOWY MAŁY","DOZ TM","Dozowniki artykułów higienicznych, Pojemniki na papiery toaletowe","https://www.forlux.pl/sites/default/files/produkty/photo_8_0.jpg","","POJEMNIK NA PAPIER TOALETOWY MAŁY

		Pojemność Rolka o max. śr. 19,5 cm

		Szerokość 22,5 cm, wysokość 24 cm, głębokość 13 cm

		Wykonany z tworzywa PP.

		Zamykany na kluczyk.
"
"POJEMNIK NA RĘCZNIK TYPU ROLKA DUŻY","DOZ RRD","Dozowniki artykułów higienicznych, Pojemniki na ręczniki papierowe","https://www.forlux.pl/sites/default/files/produkty/photo_12_0.jpg","","POJEMNIK NA RĘCZNIK TYPU ROLKA DUŻY

	Pojemnik na ręczniki w roli z wyciąganą tuleją
 

		Pojemność w zwoju maxi śr. 22 cm.

		Szerokość 26 cm, wysokość 37 cm,głebokość 25 cm

		Wykonany z tworzywa ABS.

		Zamykany na kluczyk.
"
"POJEMNIK NA RĘCZNIKI TYPU ZZ STAL NIERDZEWNA","DOZ ZZS","Dozowniki artykułów higienicznych, Pojemniki na ręczniki papierowe","https://www.forlux.pl/sites/default/files/produkty/photo_13_0.jpg","","POJEMNIK NA RĘCZNIKI TYPU ZZ STAL NIERDZEWNA

	Metalowy pojemnik na ręczniki papierowe
 

		Pojemność 500 listków.

		Szerokość 26,5 cm, wysokość 30 cm, głebokość 12 cm

		Stal 304 - nierdzewna szlifowana.

		Zamykany na kluczyk.
"
"POJEMNIK UNIWERSALNY NA RĘCZNIKI TYPU ZZ","DOZ ZZ","Dozowniki artykułów higienicznych, Pojemniki na ręczniki papierowe","https://www.forlux.pl/sites/default/files/produkty/photo_10_0.jpg","","POJEMNIK UNIWERSALNY NA RĘCZNIKI TYPU ZZ

	Pojemnik na ręczniki papierowe uniwersalny
 

		Pojemność 500 listków lub rolka MIN śr. 14,5 cm

		Szerokość 28 cm, wysokość 25 cm, głebokość 18 cm.

		Wykonany z tworzywa PS

		Zamykany na kluczyk.
"
"Pojemnik z rączką","ECCA","Akcesoria pomocnicze, Pojemniki na akcesoria","https://www.forlux.pl/sites/default/files/produkty/dsc09748.jpg","","Pojemnik na chemię i akcesoria z rączką
kolor zielony
wykonany jest z mocnego i odpornego polipropylenu
dwie wygodne przegródki do ustawienia stabilnego ustawienia produktów Forlux
ergonomiczny uchwyt pozwala na wygodne przenoszenie
idealny do sprzątania małych pomieszczeń
długość - 45 cm
szerokość- 30 cm
głębokość - 10,5 cm
"
"Pojemnik z rączką mały","ECCAM","Akcesoria pomocnicze, Pojemniki na akcesoria","https://www.forlux.pl/sites/default/files/produkty/dsc09751.jpg","","Pojemnik na chemię i akcesoria z rączką duży
kolor niebieski
wykonany jest z mocnego i odpornego polipropylenu
dwie wygodne przegródki do ustawienia stabilnego ustawienia produktów Forlux
ergonomiczny uchwyt pozwala na wygodne przenoszenie
idealny do sprzątania małych pomieszczeń
długość - 34 cm
szerokość- 23 cm
głębokość - 10 cm
"
"Pompa płynu myjącego NBR3","DOZ NBR 3","Automaty dozujące koncentraty, Pompy do zmywarek do naczyń","https://www.forlux.pl/sites/default/files/produkty/doz_nbr_3.jpg","","
		wydajność max 3 lt/h przy 0,1 bar

		regulacja poprzez TRYMER
"
"Pompa płynu myjącego PR4","DOZ PR 4","Automaty dozujące koncentraty, Pompy do zmywarek do naczyń","https://www.forlux.pl/sites/default/files/produkty/doz_pr_4.jpg","","
		wydajność max 4lt/h przy 0,1 bar

		płynna regulacja
Zobacz instrukcję obsługi oraz konserwacji pompy typu PR
"
"POMPKA DO DOZOWANIA KONCENTRATÓW","DOZ KAN ","Dozowniki artykułów higienicznych, Dozowniki do past, Dozowniki do chemii, Ręczne dozowanie chemii","https://www.forlux.pl/sites/default/files/produkty/photo_35.jpg","","POMPKA DO DOZOWANIA KONCENTRATÓW
Pompka kwaso i ługoodporna do dozowania koncentratów
Pompka nadaje się doskonale do zamontowania bezpośrednio na kanistrach 5 i 10 litrowych 

	Instrukcja zamontowania pompki DOZ KAN
"
"Preparat czyszczący na bazie naturalnego olejku z pomarańczy  - FORLUX ORANGE ZC 08","ZC 08","Powierzchnie zmywalne, Mycie codzienne","https://www.forlux.pl/sites/default/files/produkty/zc_208.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_zc_orange_25.02.2016_1.pdf","Zastosowanie:
Forlux ZC 08 przeznaczony jest do codziennej pielęgnacji wszystkich powierzchni odpornych na działanie wody takich jak meble, marmur, powierzchnie z tworzyw sztucznych. Usuwa ślady po ołówku, mazaku, długopisie i kalce. Produkt jest dobrze tolerowany przez skórę, łagodnie działa na mytą powierzchnię, nie pozostawiając smug. Posiada długotrwały pomarańczowy zapach dający uczucie świeżości w mytych pomieszczeniach. Zawarte w preparacie olejki eteryczne owoców cytrusowych działają odstraszająco na insekty, co ma szczególne znaczenie w przypadku sklepów z żywnością, kuchni, zakładów przetwórstwa spożywczego i innych pomieszczeń, w których obecność owadów nie jest mile widziana.
Sposób użycia:
W zależności od stopnia zabrudzenia stosować rozcieńczenie od 50 ml do 200 ml preparatu na 10 litrów wody.
Skład:
Niejonowe związki powierzchniowo czynne "
"Preparat do codziennego maszynowego mycia i pielęgnacji podłóg - Forlux PC 09","PC 09","Podłogi, Mycie maszynowe","https://www.forlux.pl/sites/default/files/produkty/dsc04458.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_pc_o_ph_10_20-04-2016_r.pdf","Zastosowanie:
Preparat Forlux PC  przeznaczony jest do codziennego maszynowego mycia i pielęgnacji wszelkich wodoodpornych podłóg, z wyjątkiem wykładzin dywanowych i podłóg z surowego drewna. Czyści dokładnie, jednocześnie dzięki zawartości związków pielęgnujących w swoim składzie pozostawia delikatną warstwę ochronną nadając mytym powierzchniom idealny połysk i przyjemny zapach. To mycia gruntownego maszyną szorująca polecamy produkt Forlux PG 14.
Sposób użycia:
W zależności od stopnia zabrudzenia stosować rozcieńczenie od 50 ml do 200 ml preparatu na 10 litrów wody. Umyć powierzchnię i pozostawić do wyschnięcia. Zalecamy też do stosowania cyklicznego preparat do gruntownego mycia podłóg maszyną szorującą Forlux PG 14
Skład:
"
"Preparat do codziennego mycia i pielęgnacji podłóg - Forlux PC 08","PC 08","Podłogi, Mycie codzienne","https://www.forlux.pl/sites/default/files/produkty/pc_08.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_pc_508.pdf","Zastosowanie:
Preparat Forlux PC przeznaczony jest do ręcznego mycia i pielęgnacji wszelkich wodoodpornych podłóg, z wyjątkiem wykładzin dywanowych i podłóg z surowego drewna. Czyści dokładnie, jednocześnie dzięki zawartości w swoim składzie związków pielęgnujących pozostawia delikatną warstwę ochronną nadając mytym powierzchniom idealny połysk.
Sposób użycia:
W zależności od stopnia zabrudzenia stosować rozcieńczenie od 50 ml do 200 ml preparatu na 10 litrów wody. Umyć powierzchnię i pozostawić do wyschnięcia.
Skład:
5 - 15% anionowe i niejonowe związki powierzchniowo czynne, rozpuszczalniki rozpuszczalne w wodzie, związki kompleksujące, substancje pomocnicze, substancje pielęgnujące, kompozycja zapachowa, barwnik.
pH 8
Dostępne opakowania:
0,25L z dozownikiem - PCD 008
1L - PC 008
2L - PC 208
5L - PC 508
"
"Preparat do codziennego mycia podłóg - Forlux Podłoga Citrus PCC 10","PCC 10","Podłogi, Mycie codzienne","https://www.forlux.pl/sites/default/files/produkty/p1080998.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_pcc_10_20-02-2016_r.pdf","Zastosowanie:
Forlux Podłoga służy do codziennego mycia podłóg, schody, szafki, parapety, kafelki, fugi i urządzenia kuchenne. Posiada długotrwały cytrynowy zapach dający uczucie świeżości w mytych pomieszczeniach.
Sposób użycia:
Przy normalnych zabrudzeniach dozować od 50 ml na 5 l wody. Przy silnych zabrudzeniach dozować odpowiednio więcej.
Skład:
Anionowe związki powierzchniowo czynne "
"Preparat do gruntownego mycia kostki brukowej  i chodników - FORLUX PGK 514","PGK 514","Parkingi, chodniki i magazyny, Mycie kostki brukowej","https://www.forlux.pl/sites/default/files/produkty/pgk514.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/pgk_14_forlux.pdf","Zastosowanie:
Nisko pieniący preparat do mycia i okresowego doczyszczania kostki brukowej. Doskonale sprawdza się na kostce brukowej, płytach chodnikowych, posadzkach magazynowych z gresu i betonu, parkingach i podjazdach na stacjach benzynowych.
	Zalecany do stosowania w miejscach narażonych na zanieczyszczenia smarem, olejem i śladami gumy i opon.
Sposób użycia:
Stosować w postaci rozcieńczonych roztworów:

		mycie ręczne- 100 ml /10 l wody.

		mycie maszynowe- 50-200 ml / 10 l wody (w zależności od stopnia zabrudzenia)

		doczyszczanie- 0,2-3l / 10 l wody
pH 14
Dostępne opakowanie:

		Kanister 5 l - PGK 514
"
"Preparat do gruntownego mycia podłóg - Forlux PG","PG 14","Kuchnia, Mycie gruntowne, Podłogi, Mycie gruntowne, Mycie maszynowe, Powierzchnie zmywalne, Mycie gruntowne, Sanitariaty, Mycie gruntowne, Specjalistyczne, Usuwanie trudnych zabrudzeń","https://www.forlux.pl/sites/default/files/produkty/pg_514_0.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/plan_higieny_forlux_-_3_kolory_0.pdf, https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_pg_16-06-2015_r.pdf","Zastosowanie:
Preparat Forlux PG 514 przeznaczony jest do gruntownego mycia powierzchni maszyna szorującą, odpornych na środki zasadowe. Doskonale sprawdza się również przy myciu ręcznym za pomocą mopa. Skutecznie usuwa z powierzchni zestarzały brud, smary, oleje oraz gumowe ślady po wózkach i butach w marketach oraz zakładach przemysłowych. Preparat Forlux PG 514 bardzo dobrze nadaje się do usuwania wszelkich zniszczonych powłok ochronnych. Może być stosowany także do utrzymania czystości w placówkach służby zdrowia oraz zakładach przemysłu spożywczego i gastronomii. Atest HŻ/01260/02/2012.

Sposób użycia:
W zależności od stopnia zabrudzenia stosować rozcieńczenie od 300 ml do 1000 ml preparatu na 10 litrów wody. Nanieść roztwór na czyszczona podłogę i pozostawić na około 10 minut, następnie szorować i zebrać rozpuszczony brud. Przy myciu codziennym maszyną szorującą stosować rozcieńczenie 100 ml na 10 litrów wody. Do usuwania starych powłok ochronnych zalecamy dozowanie od 500 ml do 1000 ml na 10 litrów wody.
Skład:
< 5% wodorotlenek potasowy, < 5 % niejonowe związki powierzchniowo czynne, < 5% EDTA, kompozycja zapachowa.
pH 14
Dostępne opakowania:
0,25L - PGD 014
1L - PG 114
2L - PG 214
5L - PG 514
200 L - PG 2014
 

"
"Preparat do maszynowego mycia naczyń i szkła w zmywarkach Forlux NMS","NMS 14","Kuchnia, Mycie maszynowe","https://www.forlux.pl/sites/default/files/produkty/nms_14.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_nms_16-11-2015_r.pdf","Zastosowanie:
FORLUX NMS 14 przeznaczony jest do użycia w zmywarkach automatycznych, doskonale myje szklanki, kieliszki oraz wszystkie inne naczynia wykonane ze szkła bezbarwnego. Można stosować do każdej zmywarki zaopatrzonej w urządzenie dozujące. Najlepszy efekt mycia uzyskuje się w połączeniu z płynem do zmywarek Forlux NNS 02
Sposób użycia:
Zalecane dawki – 1-3ml/1L wody w zależności od twardości wody i stopnia zabrudzenia mytych naczyń. Optymalne zżycie gwarantuje zastosowanie właściwego urządzenia dozującego i dozowania.
pH 14
Dostępne opakowania:
Kanister 5 l - NMS 514
Kanister 10 l - NMS 1014
"
"Preparat do maszynowego mycia naczyń w zmywarkach - Forlux NM 14","NM 14","Kuchnia, Mycie maszynowe","https://www.forlux.pl/sites/default/files/produkty/p1090014.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_nm_16-11-2015_r.pdf","Zastosowanie:
Preparat Forlux NM 14 przeznaczony jest do codziennego maszynowego mycia naczyń. Nadaje się do mycia wszelkich naczyń kuchennych. Szczególnie polecany przy silnych zabrudzeniach spowodowanych tłuszczami, białkiem, skrobią oraz kawą i herbatą. Nadaje się do każdego rodzaju twardości wody. Najlepszy efekt uzyskuje się w połączeniu ze środkiem nabłyszczającym Forlux NN 502. Produkt do użytku profesjonalnego.
Sposób użycia:
Zalecane dawki 1 – 3 ml/1l wody w zależności od twardości wody i stopnia zabrudzenia naczyń. Preparat stosuje się w temperaturach od 35 do 65 oC. Optymalne zużycie gwarantuje zastosowanie właściwego urządzenia dozującego i dozowania.
Skład:
Wodorotlenek potasowy 15-30%. Nie zawiera chloru. Nr UN: 1814, wodorotlenek potasowy w roztworze.
pH 14
Dostępne opakowania:
5l - NM 514
25kg - NM 2514
"
"Preparat do mycia codziennego sanitariatów- Forlux SC 01","SC 01","Sanitariaty, Mycie codzienne","https://www.forlux.pl/sites/default/files/produkty/sc_501.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_sc_16-11-2015_r.pdf","Zastosowanie:
Preparat Forlux SC 501 przeznaczony jest do mycia wszystkich powierzchni i przedmiotów w sanitariatach odpornych na działanie kwasów. Zalecany do mycia umywalek, muszli klozetowych, pisuarów, kabin prysznicowych i armatury łazienkowej. Gwarantuje doskonałą czystość i działanie antybakteryjne. Usuwa kamień i rdzę.
Sposób użycia:
W zależności od stopnia zabrudzenia stosować rozcieńczenie od 50 ml do 200 ml preparatu na 10 litrów wody lub od 30 ml do 50 ml na 0,5 litrowy spryskiwacz z dozownikiem pianotwórczym, uzupełniając go do pełna zimną woda. Do bardzo silnych zabrudzeń stosować nierozcieńczony środek pozostawiając na mytej powierzchni na czas około 10 minut i następnie spłukać.
Skład:
5-15% kwasy nieorganiczne, "
"PREPARAT DO MYCIA I PIELĘGNACJI MEBLI ORAZ TWORZYW SZTUCZNYCH ","MMS","Specjalistyczne, Pielęgnacja","https://www.forlux.pl/sites/default/files/produkty/photo_3.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_mms_10-12-2017_r_1.pdf","PREPARAT DO MYCIA I PIELĘGNACJI MEBLI ORAZ TWORZYW SZTUCZNYCH 
Zastosowanie
Profesjonalny preparat w sprayu do mycia i konserwacji mebli, kokpitów samochodowych oraz innych tworzyw sztucznych. Preparat Forlux MMS doskonale nadaje się do czyszczenia i pielęgnacji wszystkich mebli ze skóry i materiałów skóropodobnych. Idealnie myje i chroni przed ponownym zabrudzeniem. Odświeża naturalny kolor mytej powierzchni, nadaje jej gładkość i połysk bez polerowania. Preparat nie nawarstwia się i pozostawia przyjemny zapach.
Sposób użycia
Spryskać mytą powierzchnię preparatem Forlux MMS i przetrzeć suchą ściereczką.
Skład:
Emulsja silikonowo-woskowa, kompozycja zapachowa, Metylchloroisothiazolinone, Dimethylol Glycol.
pH 7
Dostępne opakowania
0,5L - MMS
"
"PREPARAT DO MYCIA I PIELĘGNACJI POWIERZCHNI ZE STALI NIERDZEWNEJ","ZPS 7","Kuchnia, Mycie gruntowne, Sanitariaty, Mycie codzienne, Specjalistyczne, Pielęgnacja","https://www.forlux.pl/sites/default/files/produkty/zps_2017.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_zps_20-04-2016_r.pdf"," 
Zastosowanie:
Preparat Forlux ZPS 7 przeznaczony jest do mycia i konserwacji powierzchni wykonanych ze stali nierdzewnej lub innych metali. Specjalny olej o właściwościach konserwujących tworzy na powierzchni metalu równomierną warstwę ochronną. Chroniąca powłoka nabłyszcza powierzchnię metalu i zabezpiecza ją przed ponownym zabrudzeniem. Po wykonaniu zabiegu nie pozostawia smug ani jakichkolwiek innych nalotów na czyszczonej powierzchni. Przy użyciu preparatu Forlux ZPS 7 brud i zacieki usuwa się bez rysowania materiału. Preparat można stosować do mycia wind, poręczy, drzwi, dozowników, stołów , oraz wszelkiego rodzaju innych powierzchni wykonanych ze stali nierdzewnej.
Preparat posiada Świadectwo Jakości Zdrowotnej dopuszczające użycie go w pomieszczeniach i na powierzchniach mających kontakt z żywnością. H-HŻ-6071-0074/2017/A
Sposób użycia:
Suchą powierzchnię spryskać środkiem Forlux ZPS i przepatrzeć suchą niestrzępiącą się ściereczką. W przypadku powierzchni silnie zabrudzonych zalecane jest ich wstępne umycie preparatem Forlux PG w stężeniu 25-50 ml na 0,5 l wody, po czym mytą powierzchnię należy przemyć czystą wodą.
Skład:
Olej mineralny, olej silikonowy, olej parafinowy, środki pomocnicze, kompozycja zapachowa.
pH 7
Dostępne opakowania:
ZPS - butelka 0,5L ze spryskiwaczem


"
"Preparat do mycia szyb - FORLUX ZG 07","ZG 07","Powierzchnie zmywalne, Szyby i lustra","https://www.forlux.pl/sites/default/files/produkty/zg_507.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/karta_charakterystyki_zg_07.pdf","Zastosowanie:
Preparat Forlux ZG przeznaczony jest do mycia okien, luster oraz innych powierzchni szklanych takich jak: witryny sklepowe, lady chłodnicze itp. Doskonale sprawdza się również do mycia innych powierzchni zmywalnych takich jak: meble, płytki ceramiczne i regały kuchenne. Dzięki zawartości alkoholu skutecznie myje oraz szybko odparowuje, nie pozostawiając smug. Pozostawia przyjemny, świeży zapach. Zapobiega osiadaniu się kurzu. Działa w temperaturze do -3oC.
Sposób użycia:
Zwilżyć płynem zabrudzoną powierzchnię i wytrzeć miękkim ręcznikiem papierowym lub szmatką do uzyskania naturalnego połysku. Powierzchnie mocno zabrudzone należy przed myciem przetrzeć wilgotną szmatką.
Skład:
5-15% rozpuszczalniki rozpuszczalne w wodzie, "
"Preparat do nabłyszczania naczyń i szkła w zmywarkach Forlux NNS 02","NNS 02","Kuchnia, Nabłyszczanie","https://www.forlux.pl/sites/default/files/produkty/nns_02.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_nns_16-11-2015_r.pdf","Zastosowanie:
Preparat Forlux NNS 02 przeznaczony jest do nabłyszczania naczyń wykonanych ze szkła bezbarwnego, w zmywarkach profesjonalnych. Nadaje się do każdego rodzaju twardości wody. Preparat zapobiega powstawaniu osadów kamienia wodnego w strefie płuczącej maszyn do mycia naczyń. Umytym naczyniom nadaje idealny połysk. Najlepszy efekt mycia uzyskuje się w połączeniu z płynem do zmywarek Forlux NMS 14. Produkt do użytku profesjonalnego.
Sposób użycia:
Zalecane dawki: 2 ml – 5 ml na cykl mycia w zależności od twardości wody i rodzaju zmywarki. Optymalne zużycie gwarantuje zastosowanie właściwego urządzenia dozującego i dozowania.Skład:
< 5 % niejonowych związków powierzchniowo czynnych.
pH 2
Dostępne opakowania:
Kanister 5L - NNS 502
Kanister 25L - NNS 2502
"
"Preparat do nabłyszczania naczyń w zmywarkach Forlux NN 02","NN 02","Kuchnia, Nabłyszczanie","https://www.forlux.pl/sites/default/files/produkty/nn_02.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_nn_21-04-2016_r.pdf","Zastosowanie:
Preparat Forlux NN 502 przeznaczony jest do nabłyszczania naczyń w zmywarkach profesjonalnych. Nadaje się do każdego rodzaju twardości wody. Może być stosowany do szkła, porcelany, sztućców oraz naczyń. Preparat zapobiega powstawaniu osadów kamienia wodnego w strefie płuczącej maszyn do mycia naczyń. Umytym naczyniom nadaje idealny połysk. Najlepszy efekt mycia uzyskuje się w połączeniu z płynem do zmywarek Forlux NM 514. Produkt do użytku profesjonalnego.
Sposób użycia:
Zalecane dawki: 2 ml – 5 ml na cykl mycia w zależności od twardości wody i rodzaju zmywarki. Optymalne zużycie gwarantuje zastosowanie właściwego urządzenia dozującego i dozowania.
Skład:
< 5 % niejonowych związków powierzchniowo czynnych.
pH 2
Dostępne opakowania:
5L - NN 502
"
"Preparat do odnawiania starych warst polimerowych","PPO 08","Podłogi, Nabłyszczanie podłóg - polimery","https://www.forlux.pl/sites/default/files/produkty/p1090010.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/ppo_08_forlux_karta_charakterystyki.pdf","Preparat do odnawiania polimerów PPO 08

	Zastosowanie
	Płyn odnawiający powłoki polimerowe zabezpieczające podłogi. Przywraca połysk oraz naprawia uszkodzenia powłok w miejscach o dużym natężeniu ruchu. W przypadku pielęgnacji i regularnego odnawiania powierzchni zabezpieczonych , używać maszyny polerującej minimum 1200 obr/ min. Preparat gotowy do użycia.
	Wydajność: z jednego litra roztworu roboczego około 600 m².

	Sposób użycia
	Polerowanie maszyną:
	Przetrzeć podłogę mopem. Nanieść cienką warstwę preparatu na podłogę za pomocą spryskiwacza i polerować polerką. Wykonywać pracę punktowo na małej powierzchni
	aż do jej wybłyszczenia. Unikać zabrudzenia padu. Aby usunąć skrystalizowane drobiny przetrzeć podłogę suchym mopem lub zebrać odkurzaczem.
	pH 8
Dostępne opakowanie 

		5L - PPO 508

		1L - PPO 108
"
"Preparat do pianowego prania wykładzin","WW 07","Czyszczenie tkanin, Kolorowe, Mieszane, Podłogi, Pranie wykładzin","https://www.forlux.pl/sites/default/files/produkty/dsc00218.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_ww_20-04-2016_r.pdf","Zastosowanie:
Wysokopieniący preparat Forlux WW 507 przeznaczony jest do prania ręcznego oraz maszynowego wszelkich rodzajów dywanów i wykładzin tekstylnych. Produkt posiada doskonałe właściwości czyszczące i ożywiające kolory, skutecznie eliminuje kurz i roztocza mogące być przyczyna alergii. Przy wysychaniu kruszy sie w drobne kryształki i jest bardzo łatwy do odkurzenia. Niewielka ilość polimeru osadzając się na włóknach impregnuje je powodując ich ochronę zwiększając odporność na ponowne zabrudzenie, dzięki czemu wydłuża się trwałość i żywotność pranych tkanin. Zaleca się również czyszczenie tym szamponem nowych wykładzin i dywanów, dzięki temu już od nowości zwiększa się ich ochronę oraz wydłuża intensywność kolorystyczną. Forlux WW 507 przeznaczony jest do prania dużych powierzchni wykładzin i dywanów w obiektach biurowych, przemysłowych oraz obiektach użyteczności publicznej.
Sposób użycia:
W zależności od stopnia zabrudzenia stosować rozcieńczenia - zabrudzenia lekkie: 0,5 L na 10 L wody; zabrudzenia średnie: 1 L na 10 L wody; zabrudzenia silne: 1,5L na 10 L wody. Ręcznie: po zrobieniu roztworu roboczego doprowadzamy do spienienia szamponu np. gąbką, a następnie piane nakładamy na wykładzinę lekko szorując i pozostawiając do wyschnięcia. Po wyschnięciu czyszczonej powierzchni odkurzamy ja odkurzaczem. Maszynowo: po wlaniu roztworu roboczego do maszyny czyścimy wykładzinę zgodnie z zaleceniami producenta sprzętu. Po wyschnięciu czyszczonej powierzchni odkurzamy ja odkurzaczem.
Skład:
polimery akrylowe, związki powierzchniowo czynne, konserwant: Methylchloroisothiazolinone, Methylisothiazolinone, Dimethylol Glycol, kompozycja zapachowa.
pH 7
Dostępne opakowania:
1L - WW 107
5L - WW 507
"
"Preparat do powierzchni zmywalnych - FORLUX ZC 07","ZC 07","Kuchnia, Mycie codzienne, Podłogi, Mycie codzienne, Powierzchnie zmywalne, Mycie codzienne, Samochody, Mycie codzienne, Sanitariaty, Mycie codzienne, Specjalistyczne, Pielęgnacja","https://www.forlux.pl/sites/default/files/produkty/zc_507_0.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_zc_01-10-2015_r.pdf","Zastosowanie:
Preparat Forlux ZC przeznaczony jest do mycia wszystkich zmywalnych powierzchni np.: szkło, meble, marmur, powierzchnie z tworzyw sztucznych. Czyści dokładnie i nie pozostawia smug. Nadaje powierzchni idealny połysk i pozostawia przyjemny zapach. Stosowany także do utrzymania czystości w placówkach służby zdrowia oraz zakładach przemysłu spożywczego i gastronomii, również do powierzchni mających kontakt z żywnością. Atest HŻ/01260/01/2012.
Sposób użycia:
W zależności od stopnia zabrudzenia stosować rozcieńczenie od 50 ml do 200 ml preparatu na 10 litrów wody lub 15 ml na 0,5 litrowy spryskiwacz. Umyć powierzchnię, odczekać i zebrać rozpuszczony brud.
Skład:
"
